idx,target,year,is_future,prefix
1937,geared,1930,0,"Gearing , the proportion of a company's annual income allocated to ‘prior charges’ (interest on debentures and preference dividends), the remainder going to the ordinary shareholders. Where it is high the company is said to be highly"
1938,generalist,1606,0,The specialists tended to perform better in the management of conditions in which they had specialized than did the
1939,glaring,1706,0,"There were some few..incapable of discerning the force of equity, however"
1940,glorification,1549,0,"The enormous mass of human strength, which its [Thebes'] victorious kings had gathered from all nations to toil for its and their"
1941,goblet,1688,0,"A kind of a Drinking Cup..made of the small top of a Bull or Cows Horn, the Tip end Reversed..It is by some Gentlemens Buttlers termed a Souce, or Goglet, or"
1942,going,1275,0,The understanding is like the seeing man that rides upon the shoulders of the blind but
1943,gong,1925,0,He'd been invalided out... There he was..unadorned among all the wings and pips and
1944,governess,1691,0,"The obsession with titles can spill over in unexpected directions, as when the wife of a state governor was addressed in innocent deference as ‘"
1945,grease,1462,0,"The carriage bowls along and all are pleased, If Tom be sober, and the wheels well"
1946,gunpowder,1785,0,"The principal black teas, in ascending order, were Bohea, Congou and Souchong, the green Hyson, Singlo and"
1947,hack,1475,0,Tumbling the potatoes back between his legs..with a single expert motion of the
1948,hack,1550,0,"At football, when charging a back..I deliver a full-blooded"
1949,hacker,1969,1,"Hack , a verb meaning to apply oneself very earnestly to something. Example: a computer"
1950,haploid,1906,0,"The first maturation division is also the reduction division, the 2 n or diploid number of chromosomes (here taken as 6) found in the body-cells being reduced to n , the"
1951,heterozygous,1902,0,"The determination from statistical study of zygotes must be exceedingly difficult, seeing that both resulting forms may be"
1952,hyperbolic,1704,0,"That geometry of three-dimensional space which assumes the Euclidian postulates has been called by Dr. Klein the parabolic geometry of space, to distinguish it from two other varieties which assume uniform positive and negative curvature respectively, and which he calls the elliptic and"
1953,hypertext,1965,1,"Such a congeries of interconnected text may incorporate and have available many chunks of literature on a given subject, or many subjects, purposely assembled and woven together by authors and editors. The name for this new medium is"
1954,hypha,1866,0,"In Usnea barbata the growth in length and thickness and the internal differentiation of the tissue depend entirely on the hyphæ , and..the gonidia behave like foreign bodies in the"
1955,hysteresis,1933,1,Another likely hypothesis is to consider the demand as depending not only on the present price but on all previous prices as well... This is the usual restriction in treating the phenomena of
1956,identically,1625,0,"For they dranke of that spirituall rocke that followed them: and that Rocke was Christ. How was it Christ? not literally, not"
1957,illumine,1499,0,"O ye muses nine Whilom ye were wont to be mine aide & light, My penne to direct, my braine to"
1958,imagining,1430,0,"Bergl created for the garden rooms of the empress a landscape covering walls, doors, and mirrors with exotic trees and flowers which had no reality except in his"
1959,immigrate,1623,0,"I sent a translation of my diploma, saying that I am a qualified pharmacist, to Canberra, and the Immigration Department replied with an authorisation to"
1960,impracticable,1717,0,"The Fiction of a material finite Universe, moving forward in an infinite empty Space, cannot be admitted. It is altogether unreasonable and"
1961,incarnate,1533,0,"We say, that thei [fathers and prophets of the old testament] did eate his body & drink his bloud, altho he was not yet born nor"
1962,incestuous,1532,0,"As the new Queen was Eadwig's kinswoman, the religious opinion of the day regarded his marriage as"
1963,incongruous,1656,0,"Of Crooked Magnitudes, some are Congruous , that is, are coincident when they are applyed to one another; others are"
1964,indistinct,1589,0,"The most laudable languages are alwaies most plaine and distinct, and the barbarous most confuse and"
1965,individualist,1846,0,"In its theoretical form, socialist morality was difficult to critique: cooperation and equality were ideals few would reject, even the most vehement of"
1966,inductor,1903,0,"A number of reduction reactions which take place at ordinary temps. in sunlight, fail to proceed even at more elevated temps. in the dark. The reactions may be induced to take place in the dark by the addition of small amts. of certain oxidizing agents (‘"
1967,ineligible,1896,0,Mothers of marriageable daughters..sometimes lament that eligible men as a class are so much less agreeable than the
1968,infective,1522,0,"The desire of vertue..though it be excessive, yet is it not noisome, yet is it not hurtful, yet is it not"
1969,initialization,1957,1,The programmer sitting at his desk with no more information than the trace may wish to know what happened in an early section of the program which set up the
1970,inning,1721,0,"A Cricket Match in ye Sandfield between Stenning & our parish, the latter won at one"
1971,interception,1598,0,"Interceptio ,..formerly applied to a kind of remedy when the motion of the humours, and especially of the blood was interrupted:"
1972,intern,1827,0,"The assistant medical officers of the Hospitals are the Eleves , who are divided into two classes, the externes and the"
1973,invite,1659,0,"Adepts in every little meanness or contrivance likely to bring about an invitation (or, as they call it with equal good taste, an ‘"
1974,isometric,1891,0,"Whereas a machine only performs mechanical work when a force moves through a distance, muscles consume energy when they are in tension but not moving (doing what is sometimes called ‘"
1975,joist,1379,0,"The Kettle to the Top was hoist, And there stood fastned to a"
1976,keeping,1715,0,"[Parodying art slang] What do you think, Sir, of that head in the corner, done in the manner of Grisoni? there's the true"
1977,kill,1944,1,"Mr H. M. Stephen..examining..parts of a Messerschmitt 109 fighter which, as a pilot officer, he shot down on Nov. 30, 1940, while operating from Biggin Hill. It was the wartime base's 600th ‘"
1978,knower,1382,0,"Like the knowledge of the rocks or the stars, something quite independent of moral conditions in the"
1979,lade,1535,0,Hym semith that the shade Off his offence agayne his force assays By violence dispaire on hym to
1980,languish,1325,0,"Foralsemuche ase schirreuen..weren iwoned to greuen hoere vnderlinges, to puten hoem in assisene, ant in iurees, languissende men, ant krokede men, ant men of lastinde vuel..on þilke manere to nimen of hoere katel to suffri sume atorne. [at"
1981,lash,1573,0,"I will flaunt it and braue it after the lusty swash: Ile deceiue thousandes, what care I who lye in the"
1982,lastly,1823,0,"What should form the ground-work of a clergyman's discourse; viz. a firstly, and a"
1983,liberated,1855,0,"Liberatus ... Bot. Applied to a part which adheres to another, but which is separated to a certain extent, as the filaments of the stamens of a synanthereous flower..."
