model,kind_model,target,technical,neighbor,flag_kind,neighbor_year,dating,target_len,brown_freq,rank
talkie-base,restricted,fight,False,fyght,ORTHOGRAPHIC,,,5,98,1
talkie-base,restricted,fight,False,fighte,ORTHOGRAPHIC,,,5,98,1
talkie-base,restricted,fraction,False,seperation,DERIVATIONAL,,undated,8,23,-1
talkie-base,restricted,fulfil,False,fulfild,ORTHOGRAPHIC,,,6,0,60
talkie-base,restricted,fulfil,False,fulfillid,ORTHOGRAPHIC,,,6,0,60
talkie-base,restricted,gap,False,gapp,ORTHOGRAPHIC,,,3,17,2
talkie-base,restricted,grant,False,grrants,ORTHOGRAPHIC,,,5,47,2
talkie-base,restricted,grant,False,granta,ORTHOGRAPHIC,,,5,47,2
talkie-base,restricted,grant,False,grrant,ORTHOGRAPHIC,,,5,47,2
talkie-base,restricted,grass,False,grasse,ORTHOGRAPHIC,,,5,53,12
talkie-base,restricted,grass,False,grassers,ORTHOGRAPHIC,,,5,53,1
talkie-base,restricted,grey,False,greye,ORTHOGRAPHIC,,,4,12,2
talkie-base,restricted,grey,False,grev,ORTHOGRAPHIC,,,4,12,2
talkie-base,restricted,grey,False,grev,ORTHOGRAPHIC,,,4,12,2
talkie-base,restricted,grey,False,gre,ORTHOGRAPHIC,,,4,12,2
talkie-base,restricted,guard,False,guarde,ORTHOGRAPHIC,,,5,48,1
talkie-base,restricted,guess,False,ghesse,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,guesse,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,gues,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,guesse,ORTHOGRAPHIC,,,5,56,2
talkie-base,restricted,guess,False,ghesse,ORTHOGRAPHIC,,,5,56,2
talkie-base,restricted,guess,False,geesse,ORTHOGRAPHIC,,,5,56,2
talkie-base,restricted,guess,False,guesse,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,ghesse,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,gueese,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,guessc,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,guess,False,gueesse,ORTHOGRAPHIC,,,5,56,1
talkie-base,restricted,hard,False,harde,ORTHOGRAPHIC,,,4,202,1
talkie-base,restricted,hard,False,hardj,ORTHOGRAPHIC,,,4,202,1
talkie-base,restricted,heaven,False,heav,ORTHOGRAPHIC,,,6,43,1
talkie-base,restricted,heaven,False,heavenl,ORTHOGRAPHIC,,,6,43,1
talkie-base,restricted,heaven,False,heayen,ORTHOGRAPHIC,,,6,43,1
talkie-base,restricted,heaven,False,heaveu,ORTHOGRAPHIC,,,6,43,1
talkie-base,restricted,heaven,False,heavea,ORTHOGRAPHIC,,,6,43,1
talkie-base,restricted,host,False,hoste,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hooste,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hostes,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hoost,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hostis,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hoste,ORTHOGRAPHIC,,,4,36,1
talkie-base,restricted,host,False,hest,ORTHOGRAPHIC,,,4,36,1
talkie-base,restricted,host,False,hoast,ORTHOGRAPHIC,,,4,36,1
talkie-base,restricted,host,False,bost,DERIVATIONAL,,undated,4,36,1
talkie-base,restricted,hurt,False,hurte,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,hurt,False,nurt,DERIVATIONAL,,undated,4,37,1
talkie-base,restricted,hurt,False,hirt,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,hurt,False,schurt,DERIVATIONAL,,undated,4,37,1
talkie-base,restricted,hurt,False,hurtt,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,ill,False,ille,ORTHOGRAPHIC,,,3,26,4
talkie-base,restricted,ill,False,yll,DERIVATIONAL,,undated,3,26,6
talkie-base,restricted,ill,False,ille,ORTHOGRAPHIC,,,3,26,6
talkie-base,restricted,joint,False,jointe,ORTHOGRAPHIC,,,5,39,1
talkie-base,restricted,joy,False,joye,ORTHOGRAPHIC,,,3,40,1
talkie-base,restricted,lift,False,lifte,ORTHOGRAPHIC,,,4,23,2
talkie-base,restricted,magnetic,False,magnetick,ORTHOGRAPHIC,,,8,25,1
talkie-base,restricted,magnetic,False,magnifick,DERIVATIONAL,,undated,8,25,1
talkie-base,restricted,magnetic,False,magnetich,ORTHOGRAPHIC,,,8,25,1
talkie-base,restricted,magnetic,False,magnetiek,ORTHOGRAPHIC,,,8,25,1
talkie-base,restricted,magnetic,False,magnific,ORTHOGRAPHIC,,,8,25,1
talkie-base,restricted,mark,False,marke,ORTHOGRAPHIC,,,4,83,-1
talkie-base,restricted,mark,False,markes,ORTHOGRAPHIC,,,4,83,93
talkie-base,restricted,mark,False,marke,ORTHOGRAPHIC,,,4,83,14
talkie-base,restricted,mark,False,marke,ORTHOGRAPHIC,,,4,83,2
talkie-base,restricted,mark,False,marcke,ORTHOGRAPHIC,,,4,83,2
talkie-base,restricted,mark,False,marck,ORTHOGRAPHIC,,,4,83,2
talkie-base,restricted,mark,False,markc,ORTHOGRAPHIC,,,4,83,2
talkie-base,restricted,mark,False,markel,ORTHOGRAPHIC,,,4,83,2
talkie-base,restricted,mark,False,maik,ORTHOGRAPHIC,,,4,83,1
talkie-base,restricted,mark,False,marke,ORTHOGRAPHIC,,,4,83,14
talkie-base,restricted,mark,False,marke,ORTHOGRAPHIC,,,4,83,1
talkie-base,restricted,match,False,mateh,ORTHOGRAPHIC,,,5,41,1
talkie-base,restricted,match,False,matoh,ORTHOGRAPHIC,,,5,41,1
talkie-base,restricted,match,False,matcli,ORTHOGRAPHIC,,,5,41,1
talkie-base,restricted,meat,False,meate,ORTHOGRAPHIC,,,4,45,1
talkie-base,restricted,meat,False,meac,ORTHOGRAPHIC,,,4,45,1
talkie-base,restricted,meat,False,mea,ORTHOGRAPHIC,,,4,45,1
talkie-base,restricted,meat,False,meate,ORTHOGRAPHIC,,,4,45,2
talkie-base,restricted,meat,False,meatte,ORTHOGRAPHIC,,,4,45,2
talkie-base,restricted,meat,False,meatc,ORTHOGRAPHIC,,,4,45,2
talkie-base,restricted,meat,False,ment,ORTHOGRAPHIC,,,4,45,2
talkie-base,restricted,milk,False,milke,ORTHOGRAPHIC,,,4,49,2
talkie-base,restricted,milk,False,milr,ORTHOGRAPHIC,,,4,49,4
talkie-base,restricted,mix,False,mixt,ORTHOGRAPHIC,,,3,13,20
talkie-base,restricted,mix,False,mixe,ORTHOGRAPHIC,,,3,13,1
talkie-base,restricted,mix,False,mixt,ORTHOGRAPHIC,,,3,13,1
talkie-base,restricted,mix,False,mixt,ORTHOGRAPHIC,,,3,13,24
talkie-base,restricted,modification,False,modifica,ORTHOGRAPHIC,,,12,4,1
talkie-base,restricted,nice,False,niee,ORTHOGRAPHIC,,,4,76,1
talkie-base,restricted,nice,False,nioe,ORTHOGRAPHIC,,,4,76,1
talkie-base,restricted,nice,False,nicel,ORTHOGRAPHIC,,,4,76,1
talkie-base,restricted,nice,False,nise,ORTHOGRAPHIC,,,4,76,1
talkie-base,restricted,nose,False,nofe,ORTHOGRAPHIC,,,4,60,1
talkie-base,restricted,nose,False,nese,ORTHOGRAPHIC,,,4,60,1
talkie-base,restricted,nose,False,nosea,ORTHOGRAPHIC,,,4,60,2
talkie-base,restricted,nose,False,snose,DERIVATIONAL,,undated,4,60,1
talkie-base,restricted,nose,False,nese,ORTHOGRAPHIC,,,4,60,1
talkie-base,restricted,nose,False,noze,ORTHOGRAPHIC,,,4,60,1
talkie-base,restricted,nose,False,nofe,ORTHOGRAPHIC,,,4,60,11
talkie-base,restricted,nose,False,noſe,ORTHOGRAPHIC,,,4,60,11
talkie-base,restricted,nose,False,noze,ORTHOGRAPHIC,,,4,60,2
talkie-base,restricted,nucleus,False,nudeus,ORTHOGRAPHIC,,,7,11,1
talkie-base,restricted,nucleus,False,nuclens,ORTHOGRAPHIC,,,7,11,1
talkie-base,restricted,nucleus,False,nwcleus,ORTHOGRAPHIC,,,7,11,1
talkie-base,restricted,nucleus,False,nwleus,ORTHOGRAPHIC,,,7,11,1
talkie-base,restricted,nucleus,False,nacleus,ORTHOGRAPHIC,,,7,11,1
talkie-base,restricted,nurse,False,nurce,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,nurse,False,nurfe,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,nurse,False,nurſe,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,nurse,False,nurs,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,nurse,False,narse,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,nurse,False,nursc,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,offence,False,offences,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,offens,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,ofience,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,offensiue,DERIVATIONAL,,undated,7,0,1
talkie-base,restricted,offence,False,ofience,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,offenc,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,offences,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,ofience,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,offens,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,offence,False,affence,DERIVATIONAL,,undated,7,0,1
talkie-base,restricted,offer,False,ofier,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,ofter,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,ofler,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,ofer,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,offerof,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,offér,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,offer,False,offerd,ORTHOGRAPHIC,,,5,80,1
talkie-base,restricted,opening,False,opénings,ORTHOGRAPHIC,,,7,83,3
talkie-base,restricted,opening,False,openiugs,ORTHOGRAPHIC,,,7,83,3
talkie-base,restricted,opening,False,openin,ORTHOGRAPHIC,,,7,83,3
talkie-base,restricted,opening,False,openngs,ORTHOGRAPHIC,,,7,83,3
talkie-base,restricted,outer,False,onter,ORTHOGRAPHIC,,,5,31,1
talkie-base,restricted,owe,False,oweth,ORTHOGRAPHIC,,,3,10,2
talkie-base,restricted,panel,False,pannels,ORTHOGRAPHIC,,,5,31,4
talkie-base,restricted,park,False,parke,ORTHOGRAPHIC,,,4,94,2
talkie-base,restricted,park,False,parck,ORTHOGRAPHIC,,,4,94,2
talkie-base,restricted,park,False,parcke,ORTHOGRAPHIC,,,4,94,2
talkie-base,restricted,park,False,paik,ORTHOGRAPHIC,,,4,94,1
talkie-base,restricted,photograph,False,lucigraph,DERIVATIONAL,,undated,10,18,13
talkie-base,restricted,photograph,False,lucograph,DERIVATIONAL,,undated,10,18,13
talkie-base,restricted,plot,False,plott,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,plot,False,plotte,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,plot,False,plor,ORTHOGRAPHIC,,,4,37,1
talkie-base,restricted,plot,False,plott,ORTHOGRAPHIC,,,4,37,2
talkie-base,restricted,post,False,postis,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,poste,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,poste,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,poast,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,poste,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,postoffice,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,post,False,postoffice,ORTHOGRAPHIC,,,4,85,1
talkie-base,restricted,pour,False,poures,ORTHOGRAPHIC,,,4,9,14
talkie-base,restricted,pour,False,pou,ORTHOGRAPHIC,,,4,9,14
talkie-base,restricted,pour,False,poui,ORTHOGRAPHIC,,,4,9,14
talkie-base,restricted,pour,False,poure,ORTHOGRAPHIC,,,4,9,1
talkie-base,restricted,pour,False,pou,ORTHOGRAPHIC,,,4,9,1
talkie-base,restricted,pray,False,prav,ORTHOGRAPHIC,,,4,12,1
talkie-base,restricted,pray,False,pra,ORTHOGRAPHIC,,,4,12,1
talkie-base,restricted,pray,False,praj,ORTHOGRAPHIC,,,4,12,1
talkie-base,restricted,prison,False,prisonj,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prison,False,prisone,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prison,False,prisoun,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prison,False,prision,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prison,False,prisson,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prison,False,prifon,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,prisoner,False,prisonner,ORTHOGRAPHIC,,,8,7,1
talkie-base,restricted,prisoner,False,prissoner,ORTHOGRAPHIC,,,8,7,1
talkie-base,restricted,prisoner,False,prysoner,ORTHOGRAPHIC,,,8,7,1
talkie-base,restricted,promise,False,promiſe,ORTHOGRAPHIC,,,7,45,4
talkie-base,restricted,promise,False,promife,ORTHOGRAPHIC,,,7,45,4
talkie-base,restricted,promise,False,promile,ORTHOGRAPHIC,,,7,45,4
talkie-base,restricted,purchase,False,purchasé,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purehase,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purcliase,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchace,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchafe,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchaſe,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchale,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purcha,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchace,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchaie,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,purchase,False,purchate,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,quiet,False,quyet,ORTHOGRAPHIC,,,5,76,1
talkie-base,restricted,quiet,False,quiete,ORTHOGRAPHIC,,,5,76,1
talkie-base,restricted,quiet,False,quyete,ORTHOGRAPHIC,,,5,76,1
talkie-base,restricted,quiet,False,quict,ORTHOGRAPHIC,,,5,76,1
talkie-base,restricted,quiet,False,quiett,ORTHOGRAPHIC,,,5,76,1
talkie-base,restricted,rank,False,rankes,ORTHOGRAPHIC,,,4,24,-1
talkie-base,restricted,rank,False,rancks,ORTHOGRAPHIC,,,4,24,-1
talkie-base,restricted,rank,False,ranke,ORTHOGRAPHIC,,,4,24,12
talkie-base,restricted,rank,False,ranke,ORTHOGRAPHIC,,,4,24,32
talkie-base,restricted,rank,False,rancke,ORTHOGRAPHIC,,,4,24,32
talkie-base,restricted,rank,False,rankes,ORTHOGRAPHIC,,,4,24,32
talkie-base,restricted,rational,False,rationall,ORTHOGRAPHIC,,,8,25,3
talkie-base,restricted,recover,False,recovcred,DERIVATIONAL,,undated,7,11,8
talkie-base,restricted,recovery,False,recovcry,ORTHOGRAPHIC,,,8,29,1
talkie-base,restricted,release,False,belease,DERIVATIONAL,,undated,7,37,1
talkie-base,restricted,removal,False,removall,ORTHOGRAPHIC,,,7,41,1
talkie-base,restricted,reserve,False,reserue,ORTHOGRAPHIC,,,7,37,1
talkie-base,restricted,reserve,False,eeserves,DERIVATIONAL,,undated,7,37,4
talkie-base,restricted,restore,False,restoryd,ORTHOGRAPHIC,,,7,9,28
talkie-base,restricted,restore,False,restorid,ORTHOGRAPHIC,,,7,9,28
talkie-base,restricted,roll,False,rolle,ORTHOGRAPHIC,,,4,34,4
talkie-base,restricted,round,False,rouud,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,roand,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,roand,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,ronnd,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,rouud,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,roundings,ORTHOGRAPHIC,,,5,75,8
talkie-base,restricted,round,False,rownd,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,rounde,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,roun,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,eound,DERIVATIONAL,,undated,5,75,1
talkie-base,restricted,round,False,rounde,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,round,False,roundes,ORTHOGRAPHIC,,,5,75,1
talkie-base,restricted,run,False,runn,ORTHOGRAPHIC,,,3,212,1
talkie-base,restricted,run,False,eun,DERIVATIONAL,,undated,3,212,1
talkie-base,restricted,sand,False,sande,ORTHOGRAPHIC,,,4,28,5
talkie-base,restricted,sand,False,sond,ORTHOGRAPHIC,,,4,28,5
talkie-base,restricted,sand,False,sande,ORTHOGRAPHIC,,,4,28,2
talkie-base,restricted,sand,False,sond,ORTHOGRAPHIC,,,4,28,2
talkie-base,restricted,sand,False,sond,ORTHOGRAPHIC,,,4,28,6
talkie-base,restricted,sand,False,sande,ORTHOGRAPHIC,,,4,28,6
talkie-base,restricted,sand,False,sandes,ORTHOGRAPHIC,,,4,28,5
talkie-base,restricted,sand,False,sande,ORTHOGRAPHIC,,,4,28,5
talkie-base,restricted,sand,False,saud,ORTHOGRAPHIC,,,4,28,1
talkie-base,restricted,satisfaction,False,fatisfaction,DERIVATIONAL,,undated,12,28,7
talkie-base,restricted,satisfaction,False,ſatisfaction,ORTHOGRAPHIC,,,12,28,7
talkie-base,restricted,satisfaction,False,fatisfaétion,ORTHOGRAPHIC,,,12,28,7
talkie-base,restricted,satisfaction,False,fatisfaftion,DERIVATIONAL,,undated,12,28,7
talkie-base,restricted,satisfaction,False,fatisfadion,DERIVATIONAL,,undated,12,28,7
talkie-base,restricted,satisfaction,False,ſatiſfaction,ORTHOGRAPHIC,,,12,28,7
talkie-base,restricted,satisfaction,False,fatisfadtion,DERIVATIONAL,,undated,12,28,7
talkie-base,restricted,satisfaction,False,fatisfattion,DERIVATIONAL,,undated,12,28,7
talkie-base,restricted,sharp,False,ſharp,ORTHOGRAPHIC,,,5,72,1
talkie-base,restricted,sharp,False,scharpe,ORTHOGRAPHIC,,,5,72,2
talkie-base,restricted,sharp,False,scharp,ORTHOGRAPHIC,,,5,72,2
talkie-base,restricted,sharp,False,sharpes,ORTHOGRAPHIC,,,5,72,57
talkie-base,restricted,shell,False,shel,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,shelles,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,shelle,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,shels,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,shelys,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,shellys,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,sheles,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,shelis,ORTHOGRAPHIC,,,5,22,33
talkie-base,restricted,shell,False,ſhell,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,shels,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,sheil,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,fhell,DERIVATIONAL,,undated,5,22,1
talkie-base,restricted,shell,False,shele,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,ſhell,ORTHOGRAPHIC,,,5,22,2
talkie-base,restricted,shell,False,shelle,ORTHOGRAPHIC,,,5,22,5
talkie-base,restricted,shell,False,shele,ORTHOGRAPHIC,,,5,22,5
talkie-base,restricted,shell,False,shalle,ORTHOGRAPHIC,,,5,22,5
talkie-base,restricted,shell,False,shel,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,sheil,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,shele,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,shels,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,shell,False,shels,ORTHOGRAPHIC,,,5,22,12
talkie-base,restricted,silence,False,silenee,ORTHOGRAPHIC,,,7,52,1
talkie-base,restricted,silence,False,sience,ORTHOGRAPHIC,,,7,52,1
talkie-base,restricted,silence,False,sileuce,ORTHOGRAPHIC,,,7,52,1
talkie-base,restricted,silver,False,siluer,ORTHOGRAPHIC,,,6,29,2
talkie-base,restricted,sleep,False,sieep,ORTHOGRAPHIC,,,5,65,1
talkie-base,restricted,sleep,False,slee,ORTHOGRAPHIC,,,5,65,1
talkie-base,restricted,sleep,False,sieep,ORTHOGRAPHIC,,,5,65,1
talkie-base,restricted,sleep,False,slee,ORTHOGRAPHIC,,,5,65,1
talkie-base,restricted,sleep,False,sleép,ORTHOGRAPHIC,,,5,65,1
talkie-base,restricted,snow,False,snowes,ORTHOGRAPHIC,,,4,59,1
talkie-base,restricted,snow,False,snowe,ORTHOGRAPHIC,,,4,59,1
talkie-base,restricted,sound,False,rounde,DERIVATIONAL,,undated,5,204,4
talkie-base,restricted,sound,False,sounde,ORTHOGRAPHIC,,,5,204,4
talkie-base,restricted,sound,False,bounde,DERIVATIONAL,,undated,5,204,4
talkie-base,restricted,sound,False,soun,ORTHOGRAPHIC,,,5,204,4
talkie-base,restricted,sound,False,founde,DERIVATIONAL,,undated,5,204,4
talkie-base,restricted,sound,False,stounde,ORTHOGRAPHIC,,,5,204,4
talkie-base,restricted,speaker,False,speake,ORTHOGRAPHIC,,,7,49,1
talkie-base,restricted,speaker,False,speakei,ORTHOGRAPHIC,,,7,49,1
talkie-base,restricted,speaker,False,spealcer,ORTHOGRAPHIC,,,7,49,1
talkie-base,restricted,speaker,False,speakerc,ORTHOGRAPHIC,,,7,49,1
talkie-base,restricted,sphere,False,spheare,ORTHOGRAPHIC,,,6,22,5
talkie-base,restricted,sphere,False,sphear,ORTHOGRAPHIC,,,6,22,5
talkie-base,restricted,sphere,False,spheares,ORTHOGRAPHIC,,,6,22,5
talkie-base,restricted,sphere,False,sphei,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,spher,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,spheies,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,sphe,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,ſpheres,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,spherea,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,spheies,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,sphei,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,spher,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,sphe,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,sphere,False,epheres,DERIVATIONAL,,undated,6,22,2
talkie-base,restricted,sphere,False,spherés,ORTHOGRAPHIC,,,6,22,2
talkie-base,restricted,spite,False,dispite,DERIVATIONAL,,undated,5,56,70
talkie-base,restricted,spite,False,pite,DERIVATIONAL,,undated,5,56,-1
talkie-base,restricted,sport,False,sporte,ORTHOGRAPHIC,,,5,17,1
talkie-base,restricted,sport,False,sporte,ORTHOGRAPHIC,,,5,17,2
talkie-base,restricted,sport,False,sportis,ORTHOGRAPHIC,,,5,17,28
talkie-base,restricted,square,False,squarea,ORTHOGRAPHIC,,,6,143,5
talkie-base,restricted,square,False,squar,ORTHOGRAPHIC,,,6,143,5
talkie-base,restricted,square,False,squar,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,square,False,squaire,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,square,False,squareon,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,square,False,squarre,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,square,False,sqnare,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,square,False,squarc,ORTHOGRAPHIC,,,6,143,1
talkie-base,restricted,start,False,stert,ORTHOGRAPHIC,,,5,154,1
talkie-base,restricted,stretch,False,stretche,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,strech,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,streatch,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,streach,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,stretcli,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,stret,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,strech,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,stretch,False,streach,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,sugar,False,suger,ORTHOGRAPHIC,,,5,34,1
talkie-base,restricted,sustain,False,sustaine,ORTHOGRAPHIC,,,7,14,3
talkie-base,restricted,sustain,False,sustayne,ORTHOGRAPHIC,,,7,14,3
talkie-base,restricted,sustain,False,susteine,ORTHOGRAPHIC,,,7,14,3
talkie-base,restricted,tale,False,fale,DERIVATIONAL,,undated,4,21,2
talkie-base,restricted,tale,False,tals,ORTHOGRAPHIC,,,4,21,2
talkie-base,restricted,tale,False,talesl,ORTHOGRAPHIC,,,4,21,3
talkie-base,restricted,tale,False,talesi,ORTHOGRAPHIC,,,4,21,3
talkie-base,restricted,tale,False,fale,DERIVATIONAL,,undated,4,21,1
talkie-base,restricted,tale,False,talé,ORTHOGRAPHIC,,,4,21,1
talkie-base,restricted,taste,False,tast,ORTHOGRAPHIC,,,5,59,1
talkie-base,restricted,telephone,False,telegraphone,DERIVATIONAL,,undated,9,76,1
